TUMOR_SAMPLE_BARCODE	idCCL	idCellState	idCELL	cell_sample_id	CELLS_PER_WELL	GROWTH_MODE	CULTURE_MEDIA	CELL_LINE	CELL_LINEAGE	is_hl	gender	taxonomy_id	primary_site_name	primary_hist_name	hist_subtype_1_name
GSS_STOMACH	784	810	835	285	500	adherent	RPMI001	GSS	STOMACH	0		9606	stomach	carcinoma	adenocarcinoma
GSU_STOMACH	785	811	836	286	500	adherent	RPMI001	GSU	STOMACH	0		9606	stomach	carcinoma	adenocarcinoma
HGC27_STOMACH	786	812	228	368	500	adherent	MEM001	HGC27	STOMACH	0		9606	stomach	carcinoma	undifferentiated_adenocarcinoma
HS746T_STOMACH	787	813	262	418	500	adherent	DMEM001	HS746T	STOMACH	0	M	9606	stomach	carcinoma	
HUG1N_STOMACH	788	814	289	456	500	suspension	RPMI001	HUG1N	STOMACH	0	M	9606	stomach	carcinoma	
IM95_STOMACH	789	815	304	474	500	adherent	DMEM001	IM95	STOMACH	0	M	9606	stomach	carcinoma	intestinal_adenocarcinoma
KATOIII_STOMACH	790	816	334	522	500	mixed	IMDM003	KATOIII	STOMACH	0	M	9606	stomach	carcinoma	adenocarcinoma
KE39_STOMACH	791	817	338	526	500	adherent	RPMI001	KE39	STOMACH	0	M	9606	stomach	carcinoma	
LMSU_STOMACH	792	818	856	603	500	adherent	HAMSF10001	LMSU	STOMACH	0		9606	stomach	carcinoma	adenocarcinoma
MKN1_STOMACH	793	819	453	682	500	adherent	RPMI001	MKN1	STOMACH	0	M	9606	stomach	carcinoma	mixed_adenosquamous_carcinoma
MKN45_STOMACH	794	820	454	683	500	adherent	RPMI001	MKN45	STOMACH	0	F	9606	stomach	carcinoma	diffuse_adenocarcinoma
MKN7_STOMACH	795	822	456	684	500	adherent	RPMI001	MKN7	STOMACH	0	M	9606	stomach	carcinoma	tubular_adenocarcinoma
MKN74_STOMACH	796	823	455	685	500	adherent	RPMI001	MKN74	STOMACH	0	M	9606	stomach	carcinoma	tubular_adenocarcinoma
NCCSTCK140_STOMACH	797	824	858	723	500	suspension	DMEM001	NCCSTCK140	STOMACH	0		9606	stomach	carcinoma	
NCIN87_STOMACH	798	825	576	850	500	adherent	RPMI001	NCIN87	STOMACH	0	M	9606	stomach	carcinoma	
NUGC3_STOMACH	799	826	586	877	500	adherent	RPMI001	NUGC3	STOMACH	0	M	9606	stomach	carcinoma	
NUGC4_STOMACH	800	827	587	878	500	mixed	RPMI001	NUGC4	STOMACH	0		9606	stomach	carcinoma	signet_ring_adenocarcinoma
OCUM1_STOMACH	801	828	594	893	500	adherent	DMEM010	OCUM1	STOMACH	0	F	9606	stomach	carcinoma	diffuse_adenocarcinoma
SH10TC_STOMACH	802	829	681	1024	500	adherent	RPMI001	SH10TC	STOMACH	0		9606	stomach	carcinoma	
SNU1_STOMACH	803	830	717	1075	500	suspension	RPMI001	SNU1	STOMACH	0	M	9606	stomach	carcinoma	undifferentiated_adenocarcinoma
SNU16_STOMACH	804	831	715	1089	500	mixed	RPMI001	SNU16	STOMACH	0	F	9606	stomach	carcinoma	undifferentiated_adenocarcinoma
SNU216_STOMACH	805	832	883	1094	500	adherent	RPMI001	SNU216	STOMACH	0	F	9606	stomach	carcinoma	
SNU5_STOMACH	806	833	723	1111	500	mixed	RPMI001	SNU5	STOMACH	0	F	9606	stomach	carcinoma	undifferentiated_adenocarcinoma
SNU601_STOMACH	807	834	897	1114	500	adherent	RPMI001	SNU601	STOMACH	0	M	9606	stomach	carcinoma	
SNU620_STOMACH	808	835	899	1116	500	suspension	RPMI001	SNU620	STOMACH	0	F	9606	stomach	carcinoma	
SNU668_STOMACH	809	836	901	1118	500	adherent	RPMI001	SNU668	STOMACH	0	M	9606	stomach	carcinoma	signet_ring_adenocarcinoma
SNU719_STOMACH	810	837	903	1120	500	adherent	RPMI001	SNU719	STOMACH	0	M	9606	stomach	carcinoma	
8305C_THYROID	811	838	12	20	500	adherent	DMEM001	8305C	THYROID	0	F	9606	thyroid	carcinoma	anaplastic_carcinoma
8505C_THYROID	812	839	13	21	500	adherent	EMEM001	8505C	THYROID	0	F	9606	thyroid	carcinoma	anaplastic_carcinoma
BCPAP_THYROID	813	840	42	57	500	adherent	RPMI001	BCPAP	THYROID	0	F	9606	thyroid	carcinoma	papillary_carcinoma
BHT101_THYROID	814	841	49	64	500	adherent	DMEM006	BHT101	THYROID	0	F	9606	thyroid	carcinoma	anaplastic_carcinoma
CAL62_THYROID	815	842	73	119	500	adherent	DMEM001	CAL62	THYROID	0	F	9606	thyroid	carcinoma	anaplastic_carcinoma
CGTHW1_THYROID	816	843	88	139	500	adherent	RPMI001	CGTHW1	THYROID	0	F	9606	thyroid	carcinoma	follicular_carcinoma
FTC133_THYROID	817	844	167	257	500	adherent	DMEMF12001	FTC133	THYROID	0	M	9606	thyroid	carcinoma	follicular_carcinoma
FTC238_THYROID	818	845	993	258	500	adherent	DMEMF12003	FTC238	THYROID	0	M	9606	thyroid	carcinoma	follicular_carcinoma
ML1_THYROID	819	846	457	686	500	adherent	DMEM006	ML1	THYROID	0	F	9606	thyroid	carcinoma	follicular_carcinoma
SW579_THYROID	820	847	749	1165	500	adherent	DMEM001	SW579	THYROID	0	M	9606	thyroid	carcinoma	anaplastic_carcinoma
TT_THYROID	821	848	784	1212	500	adherent	RPMI001	TT	THYROID	0	F	9606	thyroid	carcinoma	medullary_carcinoma
TT2609C02_THYROID	822	849	783	1210	500	adherent	RPMI003	TT2609C02	THYROID	0	M	9606	thyroid	carcinoma	follicular_carcinoma
BHY_UPPER_AERODIGESTIVE_TRACT	823	850	50	65	500	adherent	DMEM001	BHY	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
BICR16_UPPER_AERODIGESTIVE_TRACT	824	851	982	66	500	adherent	DMEM013	BICR16	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
BICR18_UPPER_AERODIGESTIVE_TRACT	825	852	829	67	500	adherent	DMEM013	BICR18	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
BICR22_UPPER_AERODIGESTIVE_TRACT	826	853	983	68	500	adherent	DMEM013	BICR22	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
BICR31_UPPER_AERODIGESTIVE_TRACT	827	854	984	69	500	adherent	DMEM013	BICR31	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
BICR56_UPPER_AERODIGESTIVE_TRACT	828	855	985	70	500	adherent	DMEM013	BICR56	UPPER_AERODIGESTIVE_TRACT	0	F	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
BICR6_UPPER_AERODIGESTIVE_TRACT	829	856	986	71	500	adherent	DMEM005	BICR6	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
CAL27_UPPER_AERODIGESTIVE_TRACT	830	857	68	114	500	adherent	DMEM001	CAL27	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
CAL33_UPPER_AERODIGESTIVE_TRACT	831	858	70	116	500	adherent	DMEM005	CAL33	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
DETROIT562_UPPER_AERODIGESTIVE_TRACT	832	859	131	208	500	adherent	EMEM001	DETROIT562	UPPER_AERODIGESTIVE_TRACT	0	F	9606	upper_aerodigestive_tract	carcinoma	
FADU_UPPER_AERODIGESTIVE_TRACT	833	860	166	255	500	adherent	EMEM001	FADU	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
HSC2_UPPER_AERODIGESTIVE_TRACT	834	861	277	441	500	adherent	EMEM001	HSC2	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
HSC3_UPPER_AERODIGESTIVE_TRACT	835	862	278	442	500	adherent	EMEM001	HSC3	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
HSC4_UPPER_AERODIGESTIVE_TRACT	836	863	279	443	500	adherent	EMEM001	HSC4	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
PECAPJ15_UPPER_AERODIGESTIVE_TRACT	837	864	997	935	500	adherent	IMDM005	PECAPJ15	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	838	865	998	937	500	adherent	IMDM005	PECAPJ34CLONEC12	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	839	866	999	939	500	adherent	IMDM005	PECAPJ41CLONED2	UPPER_AERODIGESTIVE_TRACT	0	F	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	840	867	1000	940	500	adherent	IMDM002	PECAPJ49	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
SCC25_UPPER_AERODIGESTIVE_TRACT	841	868	674	1008	500	adherent	DMEMF12005	SCC25	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
SCC4_UPPER_AERODIGESTIVE_TRACT	842	869	675	1009	500	adherent	DMEMF12003	SCC4	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
SCC9_UPPER_AERODIGESTIVE_TRACT	843	870	676	1010	500	adherent	DMEMF12005	SCC9	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
SNU1041_UPPER_AERODIGESTIVE_TRACT	844	871	869	1078	500	adherent	RPMI001	SNU1041	UPPER_AERODIGESTIVE_TRACT	0		9606	upper_aerodigestive_tract	carcinoma	
SNU1066_UPPER_AERODIGESTIVE_TRACT	845	873	870	1079	500	adherent	RPMI001	SNU1066	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
SNU1076_UPPER_AERODIGESTIVE_TRACT	846	874	871	1080	500	adherent	RPMI001	SNU1076	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
SNU1214_UPPER_AERODIGESTIVE_TRACT	847	875	878	1087	500	adherent	RPMI001	SNU1214	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
SNU46_UPPER_AERODIGESTIVE_TRACT	848	876	891	1106	500	adherent	RPMI001	SNU46	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
SNU899_UPPER_AERODIGESTIVE_TRACT	849	877	912	1129	500	adherent	RPMI001	SNU899	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
YD10B_UPPER_AERODIGESTIVE_TRACT	850	878	925	1278	500	adherent	RPMI001	YD10B	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
YD38_UPPER_AERODIGESTIVE_TRACT	851	879	927	1280	500	adherent	RPMI001	YD38	UPPER_AERODIGESTIVE_TRACT	0	M	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
YD8_UPPER_AERODIGESTIVE_TRACT	852	880	928	1281	500	adherent	RPMI001	YD8	UPPER_AERODIGESTIVE_TRACT	0	F	9606	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
253J_URINARY_TRACT	853	881	826	8	500	adherent	DMEM001	253J	URINARY_TRACT	0		9606	urinary_tract	carcinoma	transitional_cell_carcinoma
253JBV_URINARY_TRACT	854	882	827	9	500	adherent	DMEM001	253JBV	URINARY_TRACT	0	U	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
5637_URINARY_TRACT	855	883	6	3	500	adherent	RPMI001	5637	URINARY_TRACT	0	M	9606	urinary_tract	carcinoma	
639V_URINARY_TRACT	856	885	7	14	500	adherent	DMEM001	639V	URINARY_TRACT	0	M	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
647V_URINARY_TRACT	857	886	8	15	500	adherent	DMEM011	647V	URINARY_TRACT	0	M	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
BC3C_URINARY_TRACT	858	887	40	55	500	adherent	MCCOYS5A001	BC3C	URINARY_TRACT	0	F	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
BFTC905_URINARY_TRACT	859	888	46	61	500	adherent	DMEM001	BFTC905	URINARY_TRACT	0	F	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
CAL29_URINARY_TRACT	860	889	69	115	500	adherent	DMEM001	CAL29	URINARY_TRACT	0	F	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
HT1197_URINARY_TRACT	861	890	281	448	500	adherent	EMEM003	HT1197	URINARY_TRACT	0	M	9606	urinary_tract	carcinoma	
HT1376_URINARY_TRACT	862	891	282	449	500	adherent	EMEM003	HT1376	URINARY_TRACT	0	F	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
J82_URINARY_TRACT	863	892	310	482	500	adherent	EMEM001	J82	URINARY_TRACT	0	M	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
JMSU1_URINARY_TRACT	864	893	323	506	500	adherent	RPMI001	JMSU1	URINARY_TRACT	0	M	9606	urinary_tract	carcinoma	
KMBC2_URINARY_TRACT	865	894	347	537	500	adherent	HAMSF12002	KMBC2	URINARY_TRACT	0		9606	urinary_tract	carcinoma	
KU1919_URINARY_TRACT	866	895	377	575	500	adherent	RPMI001	KU1919	URINARY_TRACT	0	M	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
RT112_URINARY_TRACT	867	896	666	997	500	adherent	RPMI001	RT112	URINARY_TRACT	0	F	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
RT4_URINARY_TRACT	868	897	667	999	500	adherent	MCCOYS5A001	RT4	URINARY_TRACT	0	M	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
SCABER_URINARY_TRACT	869	898	672	1006	500	adherent	EMEM003	SCABER	URINARY_TRACT	0	M	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
SW1710_URINARY_TRACT	870	899	743	1158	500	adherent	DMEM011	SW1710	URINARY_TRACT	0	F	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
T24_URINARY_TRACT	871	900	756	1172	500	adherent	MCCOYS5A001	T24	URINARY_TRACT	0	F	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
TCCSUP_URINARY_TRACT	872	901	764	1183	500	adherent	EMEM001	TCCSUP	URINARY_TRACT	0	F	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
UBLC1_URINARY_TRACT	873	902	923	1236	500	adherent	DMEM005	UBLC1	URINARY_TRACT	0	F	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
UMUC1_URINARY_TRACT	874	903	1001	1243	500	adherent	MEM003	UMUC1	URINARY_TRACT	0	M	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
UMUC3_URINARY_TRACT	875	904	796	1244	500	adherent	EMEM001	UMUC3	URINARY_TRACT	0	M	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
VMCUB1_URINARY_TRACT	876	906	798	1250	500	adherent	RPMI001	VMCUB1	URINARY_TRACT	0	M	9606	urinary_tract	carcinoma	transitional_cell_carcinoma
